SMILES,Surfactant_Type,CMC,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,C20,Temp_Celsius,Ref_CMC,Ref_AW_ST_CMC,SubRef_CMC,SubRef_AW_ST_CMC,Ref_Gamma_max,Ref_Pi_CMC,Ref_Area_min,Ref_pC20,Ref_C20
CCCCCCCC/C=C/CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,sugar-based non-ionic,0.00002,4.698970004,,,,,,,25,10.1021/acs.iecr.6b02890,,10.1016/j.molliq.2018.01.037,,,,,,
CCCCCCCC/C=C/CCCCCCCC(=O)NCCO[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,sugar-based non-ionic,0.00009,4.045757491,,,,,,,25,10.1021/acs.iecr.6b02890,,10.1016/j.molliq.2018.01.037,,,,,,
CCCCCCCC/C=C\CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,sugar-based non-ionic,0.000042,4.37675071,,,,,,,25,10.1021/acs.iecr.6b02890,,10.1016/j.molliq.2018.01.037,,,,,,
CCCCCCCC1=NCC[N+]1(CCCCCC[N+]1(CCNCCN)CCN=C1CCCCCCC)CCNCCN.[Br-].[Br-],gemini cationic,,,27.4,,,,,,,,10.1016/j.ces.2022.118208,,10.1080/01932691.2019.1584112,,,,,
CCCCCCCC=CCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Br-].[Br-],gemini cationic,0.000158,3.801342913,35.67,0.00000192,0.86,36.33,4.297936109,0.013596592,25,10.1007/s11743-017-1969-1,,,10.1007/s11743-017-1969-1,10.1007/s11743-017-1969-1,10.1007/s11743-017-1969-1,,calculated,calculated
CCCCCCCC=CCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.00000291,5.536107011,37.23,0.00000164,1.01,34.77,6.061945602,0.002329863,25,10.1007/s11743-017-1969-1,,,10.1007/s11743-017-1969-1,10.1007/s11743-017-1969-1,10.1007/s11743-017-1969-1,,calculated,calculated
CCCCCCCCC(=O)N(C)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,sugar-based non-ionic,0.021,1.677780705,,,,,,,25,10.1021/acs.iecr.6b02890,,10.1016/j.molliq.2018.01.037,,,,,,
CCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCNC(=O)CCCCCCCC.[Cl-].[Cl-],gemini cationic,0.000541,3.266802735,32.3,0.00000153,1.09,39.7,3.8,0.000158,25,10.1016/j.colsurfa.2018.11.061,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2018.11.061,10.1016/j.colsurfa.2018.11.061,,10.1016/j.colsurfa.2018.11.061,10.1016/j.colsurfa.2018.11.061,10.1016/j.colsurfa.2018.11.061
CCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCC.[Br-].[Br-],gemini cationic,0.00354,2.450996738,,,,,,,25,10.1063/5.0051623,,,,,,,,
CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC)S(=O)(=O)[O-].[Na+],anionic,0.0007396,3.131003098,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCC(=O)OCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCOC(=O)CCCCCCCC.[Cl-].[Cl-],gemini cationic,,,34,,,,,,,,10.1016/j.ces.2022.118208,,10.1007/s11743-000-0121-4,,,,,
CCCCCCCCC(=O)[O-].[K+],anionic,0.39,0.408935393,,,,,,,25,10.1021/ci600462d,,10.1021/j150457a013,,,,,,
CCCCCCCCC(C(=O)[O-])[N+](C)(C)C,zwitterionic,0.097,1.013228266,,,,,,,27,10.1002/9781118228920.ch3,,,,,,,,
CCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],anionic,0.04699,1.327994555,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCC(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,sugar-based non-ionic,0.0045,2.346787486,28,0.00000326,0.51,43.97,3.636315274,0.026349255,25,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,,calculated,10.5650/jos1956.40.709,calculated,calculated
CCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,0.004977,2.303032359,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCC(CC)OS(=O)(=O)[O-].[Na+],anionic,0.02891,1.538951908,,0.00000067,2.48,,,,25,10.1021/ci600462d,,10.1021/j100550a001,,,,10.1081/DIS-120014014,,
CCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,0.003162,2.500038134,,,,,,,25,10.1021/ci600462d,,10.1016/j.theochem.2004.08.039,,,,,,
CCCCCCCCC(CCC)S(=O)(=O)[O-].[Na+],anionic,0.02317,1.635073966,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCC(CCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,0.001901,2.721017883,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCC(CCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,0.002692,2.569924944,,,,,,,25,10.1021/ci600462d,,10.1016/j.theochem.2004.08.039,,,,,,
CCCCCCCCC(CCCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,0.001995,2.7000571,,,,,,,25,10.1021/ci600462d,,10.1016/j.theochem.2004.08.039,,,,,,
CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic,0.000086,4.065501549,,,,,,,25,10.1002/9781118228920.ch3,,,,,,,,
CCCCCCCCC(CCCCCC)COS(=O)(=O)[O-].[Na+],anionic,0.004018,2.395990068,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCC(CCCCCC)C[N+](C)(C)C.[Cl-],cationic,0.0059,2.229147988,26.2,0.00000142,1.17,45.8,3.74,0.00018,25,10.1007/s00396-015-3771-9,10.1016/j.ces.2022.118208,,10.1007/s00396-015-3771-9,,10.1007/s00396-015-3771-9,10.1007/s00396-015-3771-9,,
CCCCCCCCC(CCCCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,0.001585,2.799970733,,,,,,,25,10.1021/ci600462d,,10.1016/j.theochem.2004.08.039,,,,,,
CCCCCCCCC(CCCCCCC)OS(=O)(=O)[O-].[Na+],anionic,0.0004898,3.309981219,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCC(CCCCCCCC)C[N+](C)(C)CCO.[Cl-],cationic,0.00263,2.58004425151024,25.3,0.00000184,,,,,25,10.1039/C5RA22115C,10.1016/j.ces.2022.118208,10.1039/C5RA22115C,10.1039/C5RA22115C,,,,,
CCCCCCCCC(CCCCCCCC)OS(=O)(=O)[O-].[Na+],anionic,0.00026,3.585026652,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCC(O)C(O)CCCCCCCC(=O)NCCCO,non-ionic,,,39,,,,,,,,10.1016/j.ces.2022.118208,,https://palmoilis.mpob.gov.my/publications/joprv18june-roila.pdf,,,,,
CCCCCCCCC(O)C(O)CCCCCCCC(=O)NCCO,non-ionic,,,35,,,,,,,,10.1016/j.ces.2022.118208,,https://palmoilis.mpob.gov.my/publications/joprv18june-roila.pdf,,,,,
CCCCCCCCC(O)CCO,non-ionic,0.0023,2.638272164,23.4,0.0000053,0.32,48.4,3.59,0.000258,25,10.1002/9781118228920.ch3,10.1002/9781118228920.ch5,10.1002/9781118228920,10.1002/0471670561,10.1021/j100442a021,10.1021/j100442a021,10.1021/j100442a021,10.1021/j100442a021,
CCCCCCCCC(O)CO,non-ionic,0.0023,2.638272164,23.2,0.0000051,0.33,48.6,3.59,0.000258,25,10.1002/9781118228920.ch3,10.1002/9781118228920.ch5,,10.1002/0471670561,10.1002/9781118228920.ch5,10.1002/9781118228920.ch5,,,
CCCCCCCCC1(C)OCC(C[N+](C)(C)C)O1.[Br-],cationic,0.0229,1.640164518,33.4,0.00000193,0.86,38.4,2.484203884,0.083391918,25,10.1016/0927-7757(95)03093-S,10.1016/j.ces.2022.118208,,10.1016/0927-7757(95)03093-S,10.1016/0927-7757(95)03093-S,10.1016/0927-7757(95)03093-S,10.1016/0927-7757(95)03093-S,calculated,calculated
CCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,0.0123,1.910094889,31.57,0.00000171,0.97,40.4,2.956450539,0.052003173,25,10.1016/0927-7757(95)03093-S,calculated,,,10.1016/0927-7757(95)03093-S,10.1016/0927-7757(95)03093-S,10.1016/0927-7757(95)03093-S,calculated,calculated
CCCCCCCCC=CCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Br-].[Br-],gemini cationic,0.000077,4.113509275,30.3,0.00000238,0.7,41.66,4.645860901,0.00960126,25,10.1007/s11743-017-1969-1,10.1016/j.ces.2022.118208,,10.1007/s11743-017-1969-1,10.1007/s11743-017-1969-1,10.1007/s11743-017-1969-1,10.1007/s11743-017-1969-1,calculated,calculated
CCCCCCCCC=CCCCCCCCC(=O)NCCC[N+](C)(C)CCCC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Br-].[Br-],gemini cationic,0.000105,3.978810701,32.9,0.00000226,0.73,38.88,4.472257955,0.011421497,25,10.1007/s11743-017-1969-1,10.1016/j.ces.2022.118208,,10.1007/s11743-017-1969-1,10.1007/s11743-017-1969-1,10.1007/s11743-017-1969-1,10.1007/s11743-017-1969-1,calculated,calculated
CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(OCCO)C1OC(OCCO)CC1OCCO,non-ionic,0.00001,5,,,,,,,24.85,10.1007/s11743-001-0184-2,,,,,,,,
CCCCCCCCC=COCCOCCOCCOCCOCCOCCO,non-ionic,0.002838,2.546987609,,,,,,,25,10.1021/ie4016232,,,,,,,,
CCCCCCCCC=COCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.002979,2.525929497,,,,,,,25,10.1021/ie4016232,,,,,,,,
CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O,non-ionic,0.000097,4.013228266,43.8,0.00000376,0.44,28.2,6.01,0.000000977,25,10.1021/acs.jpcb.1c05264,,10.1002/9781118228920,10.1006/jcis.2001.7704,10.1006/jcis.2001.7704,10.1006/jcis.2001.7704,10.1006/jcis.2001.7704,10.1006/jcis.2001.7704,
CCCCCCCCCC(=O)N(C)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,sugar-based non-ionic,0.0067,2.173925197,,,,,,,25,10.1021/acs.iecr.6b02890,,10.1016/j.molliq.2018.01.037,,,,,,
CCCCCCCCCC(=O)N[C@@H](CCCNC(N)[NH3+])C(=O)OC.[Cl-],cationic,0.016,1.795880017,40,0.00000248,0.67,32,2.219656286,0.108646446,25,10.1016/j.crci.2004.02.009,10.1016/j.ces.2022.118208,,10.1016/j.crci.2004.02.009,,10.1016/j.crci.2004.02.009,10.1016/j.crci.2004.02.009,calculated,calculated
CCCCCCCCCC(=O)NC(O)[C@H]1O[C@@H](O[C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)CO)[C@H](O)[C@@H](O)[C@H]1O,sugar-based non-ionic,0.0033,2.48148606,40.3,0.00000329,0.504,31.67,3.06,0.046887695,25,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.1007/s11743-001-0169-1,calculated,,10.1007/s11743-001-0169-1,calculated
CCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCC.[Br-].[Br-],gemini cationic,0.00354,2.450996738,33.2,0.00000178,0.93,38.8,3.03,0.000933,25,10.5650/jos.59.647,10.1016/j.ces.2022.118208,,10.5650/jos.59.647,10.5650/jos.59.647,,10.5650/jos.59.647,,
CCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,non-ionic,0.000018,4.74472749489669,33,,,,,,20,10.1007/s11743-000-0142-z,10.1016/j.ces.2022.118208,,10.1007/s11743-000-0142-z,,,,,
CCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,non-ionic,0.000014,4.85387196432176,34.13,,,,,,20,10.1007/s11743-000-0142-z,10.1016/j.ces.2022.118208,,10.1007/s11743-000-0142-z,,,,,
CCCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,non-ionic,0.000011,4.95860731484178,27.83,,,,,,20,10.1007/s11743-000-0142-z,10.1016/j.ces.2022.118208,,10.1007/s11743-000-0142-z,,,,,
CCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,non-ionic,0.000006,5.22184874961636,26.5,,,,,,20,10.1007/s11743-000-0142-z,10.1016/j.ces.2022.118208,,10.1007/s11743-000-0142-z,,,,,
CCCCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,non-ionic,0.0000064,5.19382002601611,33.4,,,,,,20,10.1007/s11743-000-0142-z,10.1016/j.ces.2022.118208,,10.1007/s11743-000-0142-z,,,,,
CCCCCCCCCCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,non-ionic,0.0000058,5.23657200643706,29,,,,,,20,10.1007/s11743-000-0142-z,10.1016/j.ces.2022.118208,,10.1007/s11743-000-0142-z,,,,,
CCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.008414,2.074997492,,,,,,,25,10.1063/5.0051623,,10.1002/9781119075691.ch43,,,,,,
CCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.00007834,4.106016433,,,,,,,25,10.1063/5.0051623,,,,,,,,
CCCCCCCCCC(=O)OC[C@H]1OC(OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],cationic,0.00069,3.16115090926275,33.8,,,,,,20,10.1007/s11743-998-0005-7,10.1016/j.ces.2022.118208,,10.1007/s11743-998-0005-7,,,,,
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.00078,3.107905397,38,0.00000114,1.46,35.3,5.31,0.000000794,25,10.1007/s11743-015-1749-8,10.1016/j.ces.2022.118208,,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.000282,3.549750892,36,0.00000102,1.62,33.3,5.7,0.00000186,25,10.1007/s11743-015-1749-8,10.1016/j.ces.2022.118208,,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.0000596,4.22475374,39,0.000000934,1.77,36.3,5.73,0.000002,25,10.1007/s11743-015-1749-8,10.1016/j.ces.2022.118208,,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.0000282,4.549750892,37,0.000000873,1.9,34.3,6.1,0.0000049,25,10.1007/s11743-015-1749-8,10.1016/j.ces.2022.118208,,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,10.1007/s11743-015-1749-8,
CCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,0.001901,2.721017883,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCC(CC)S(=O)(=O)[O-].[Na+],anionic,0.01862,1.730020323,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,0.002477,2.606073993,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCC(CCCC)OS(=O)(=O)[O-].[Na+],anionic,0.006745,2.171018046,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCC(CCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,0.00166,2.779891912,,,,,,,25,10.1021/ci600462d,,10.1016/j.theochem.2004.08.039,,,,,,
CCCCCCCCCC(CCCCC)COS(=O)(=O)[O-].[Na+],anionic,0.002999,2.523023534,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCC(CCCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,0.001259,2.89997427,,,,,,,25,10.1021/ci600462d,,10.1016/j.theochem.2004.08.039,,,,,,
CCCCCCCCCC(CCCCCCCCC)OS(=O)(=O)[O-].[Na+],anionic,0.0003304,3.480959961,,0.000000434,3.83,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,10.1081/DIS-120014014,,
CCCCCCCCCC(CCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCC(CCCCCCCCC)c1cc(C)cc(C)c1)c1cc(C)cc(C)c1.[Br-].[Br-],gemini cationic,,,44.7,,,,,,,,10.1016/j.ces.2022.118208,,10.1039/c9sm01086f,,,,,
CCCCCCCCCC(CCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCC(CCCCCCCCC)c1cc(C)cc(C)c1)c1cc(C)cc(C)c1.[Br-].[Br-],gemini cationic,,,45.8,,,,,,,,10.1016/j.ces.2022.118208,,10.1039/c9sm01086f,,,,,
CCCCCCCCCC(CCS(=O)(=O)[O-])OC(C)C.[Na+],anionic,0.003483,2.458046526,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCC(CCS(=O)(=O)[O-])OCC(CC)CCCC.[Na+],anionic,0.0003155,3.501000636,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCC(CCS(=O)(=O)[O-])OC.[Na+],anionic,0.007621,2.117988038,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCC(CCS(=O)(=O)[O-])OCC.[Na+],anionic,0.005,2.301029996,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCC(CCS(=O)(=O)[O-])OCCC.[Na+],anionic,0.003802,2.419987887,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCC(CCS(=O)(=O)[O-])OCCCC.[Na+],anionic,0.001524,2.817015033,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCC(CCS(=O)(=O)[O-])OCCCCCC.[Na+],anionic,0.0006531,3.185020316,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCC(CCS(=O)(=O)[O-])OCCCCCCCC.[Na+],anionic,0.0001197,3.92190585,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCC(CCS(=O)(=O)[O-])Oc1ccccc1.[Na+],anionic,0.001959,2.707965564,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],anionic,0.02393,1.621057301,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCC(O)CCS(=O)(=O)[O-].[Na+],anionic,0.02477,1.606073993,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCC(O)CO,non-ionic,0.002301,2.638083381,,,,,,,25,10.1021/ie4016232,,,,,,,,
CCCCCCCCCC(=O)N(CCOCCOCCOC)CCOCCOCCOC,non-ionic,0.00502,2.29929628285498,32,,,,,,25,10.1021/ie4016232,10.1016/S0040-4020(01)90499-5,10.1016/S0040-4020(01)90499-5,,,,,,
CCCCCCCCCC(=O)N(CCOCCOCCOCCOC)CCOCCOCCOCCOC,non-ionic,0.00641,2.19314197048118,29,,,,,,25,10.1021/ie4016232,10.1016/S0040-4020(01)90499-5,10.1016/S0040-4020(01)90499-5,,,,,,
CCCCCCCCCCCC(=O)N(CCOCCOC)CCOCCOC,non-ionic,0.0004,3.39794000867204,27,,,,,,25,10.1021/ie4016232,10.1016/S0040-4020(01)90499-5,10.1016/S0040-4020(01)90499-5,,,,,,
CCCCCCCCCCCC(=O)N(CCOCCOCCOC)CCOCCOCCOC,non-ionic,0.00051,3.29242982390206,28,,,,,,25,10.1021/ie4016232,10.1016/S0040-4020(01)90499-5,10.1016/S0040-4020(01)90499-5,,,,,,
CCCCCCCCCCCC(=O)N(CCOCCOCCOCCOC)CCOCCOCCOCCOC,non-ionic,0.00245,2.61083391563547,30,,,,,,25,10.1021/ie4016232,10.1016/S0040-4020(01)90499-5,10.1016/S0040-4020(01)90499-5,,,,,,
CCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic,0.0123,1.910094889,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCC(OCC)S(=O)(=O)[O-].[Na+],anionic,0.01633,1.787013815,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,0.0123,1.9100948885606,31.4,0.00000171,,,,,,10.1016/0927-7757(95)03093-S,10.1016/j.ces.2022.118208,,10.1016/0927-7757(95)03093-S,10.1016/0927-7757(95)03093-S,,,,
CCCCCCCCCCC(=O)N(CCO)CCO,non-ionic,0.000264,3.578396073,,,,,,,25,10.1002/9781118228920.ch3,,,,,,,,
CCCCCCCCCCC(=O)NCCOCCOCCOCCO,non-ionic,0.0005,3.301029996,,,,,,,25,10.1002/9781118228920.ch3,,,,,,,,
CCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,39,,,,,,,,10.1016/j.ces.2022.118208,,10.1021/la026286y,,,,,
CCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCC.[Br-].[Br-],gemini cationic,0.002339,2.630969778,,,,,,,25,10.1063/5.0051623,,,,,,,,
CCCCCCCCCCCC(=O)OC(O)[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@H](O[C@]4(CO)O[C@H](CO)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,sugar-based non-ionic,0.0023,2.638272164,43,0.00000231,0.72,29.75,3.332356923,0.035708843,20,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.5650/jos.ess22391,calculated,,calculated,calculated
CCCCCCCCCCC(=O)OC(O)[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,sugar-based non-ionic,0.00095,3.022276395,44.1,0.00000248,0.67,28.65,3.589765318,0.027604808,20,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.5650/jos.ess22391,calculated,,calculated,calculated
CCCCCCCCCCC(=O)OC(O)[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,sugar-based non-ionic,0.00046,3.337242168,37.4,0.00000297,0.56,35.35,4.212988617,0.014802064,20,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.5650/jos.ess22391,calculated,,calculated,calculated
CCCCCCCCCCC(=O)OCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCOC(=O)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,34,,,,,,,,10.1016/j.ces.2022.118208,,10.1007/s11743-000-0121-4,,,,,
CCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,30,,,,,,,,10.1016/j.ces.2022.118208,,10.1007/s11743-000-0121-4,,,,,
CCCCCCCCCCC(=O)[O-].[K+],anionic,0.098,1.008773924,,,,,,,25,10.1021/ci600462d,,10.1021/j150457a013,,,,,,
CCCCCCCCCCC(C(=O)[O-])[N+](C)(C)C,zwitterionic,0.013,1.886056648,,,,,,,27,10.1002/9781118228920.ch3,,,,,,,,
CCCCCCCCCCC(C(=O)[O-])[n+]1ccccc1,zwitterionic,0.0052,2.283996656,39.9,0.00000359,0.462545701,32.1,,,25,10.1002/9781118228920.ch3,,,,10.1002/9781118228920.ch5,10.1002/9781118228920.ch5,calculated,,10.1002/9781118228920.ch5
CCCCCCCCCCC(C)S(=O)(=O)[O-].[Na+],anionic,0.01489,1.827105302,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,0.002032,2.692076296,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCCC(CCC)OS(=O)(=O)[O-].[Na+],anionic,0.005152,2.288024146,,0.000000414,4.01,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,10.1081/DIS-120014014,,
CCCCCCCCCCC(CCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,0.001259,2.89997427,,,,,,,25,10.1021/ci600462d,,10.1016/j.theochem.2004.08.039,,,,,,
CCCCCCCCCCC(CCCC)COS(=O)(=O)[O-].[Na+],anionic,0.002301,2.638083381,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCCC(CCCC)OS(=O)(=O)[O-].[Na+],anionic,0.006653,2.176982477,,,,,,,25,10.1021/ci600462d,,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCCC(CCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,0.000912,3.040005162,,,,,,,25,10.1021/ci600462d,,10.1016/j.theochem.2004.08.039,,,,,,
